State,State_Code,District,Tier
Rajasthan,RJ,Jhunjhunu, Tier-3 
Rajasthan,RJ,Jodhpur, Tier-2 
Rajasthan,RJ,Karauli, Tier-3 
Rajasthan,RJ,Kota, Tier-3 
Rajasthan,RJ,Nagaur, Tier-3 
Rajasthan,RJ,Other State, Tier-3 
Rajasthan,RJ,Pali, Tier-3 
Rajasthan,RJ,Pratapgarh, Tier-3 
Rajasthan,RJ,Rajsamand, Tier-3 
Rajasthan,RJ,Sawai Madhopur, Tier-3 
Rajasthan,RJ,Sikar, Tier-3 
Rajasthan,RJ,Tonk, Tier-3 
Rajasthan,RJ,Udaipur, Tier-3 
Telangana,TG,Unknown, Tier-1 
Tamil Nadu,TN,Ariyalur, Tier-3 
Tamil Nadu,TN,Chengalpattu, Tier-3 
Tamil Nadu,TN,Chennai, Tier-1 
Tamil Nadu,TN,Coimbatore, Tier-2 
Tamil Nadu,TN,Cuddalore, Tier-3 
Tamil Nadu,TN,Dharmapuri, Tier-3 
Tamil Nadu,TN,Dindigul, Tier-3 
Tamil Nadu,TN,Erode, Tier-2 
Tamil Nadu,TN,Kallakurichi, Tier-3 
Tamil Nadu,TN,Kancheepuram, Tier-3 
Tamil Nadu,TN,Kanyakumari, Tier-3 
Tamil Nadu,TN,Karur, Tier-3 
Tamil Nadu,TN,Madurai, Tier-2 
Tamil Nadu,TN,Nagapattinam, Tier-3 
Tamil Nadu,TN,Namakkal, Tier-3 
Tamil Nadu,TN,Nilgiris, Tier-3 
Tamil Nadu,TN,Perambalur, Tier-3 
Tamil Nadu,TN,Pudukkottai, Tier-3 
Tamil Nadu,TN,Ramanathapuram, Tier-3 
Tamil Nadu,TN,Ranipet, Tier-3 
Tamil Nadu,TN,Salem, Tier-2 
Tamil Nadu,TN,Sivaganga, Tier-3 
Tamil Nadu,TN,Tenkasi, Tier-3 
Tamil Nadu,TN,Thanjavur, Tier-3 
Tamil Nadu,TN,Theni, Tier-3 
Tamil Nadu,TN,Thiruvallur, Tier-3 
Tamil Nadu,TN,Thiruvarur, Tier-3 
Tamil Nadu,TN,Thoothukkudi, Tier-3 
Tamil Nadu,TN,Tiruchirappalli, Tier-2 
Tamil Nadu,TN,Tirunelveli, Tier-3 
Tamil Nadu,TN,Tirupathur, Tier-3 
Tamil Nadu,TN,Tiruppur, Tier-2 
Tamil Nadu,TN,Tiruvannamalai, Tier-3 
Tamil Nadu,TN,Unknown, Tier-3 
Tamil Nadu,TN,Vellore, Tier-2 
Tamil Nadu,TN,Viluppuram, Tier-3 
Tamil Nadu,TN,Virudhunagar, Tier-3 
Tripura,TR,Gomati, Tier-3 
Tripura,TR,North Tripura, Tier-3 
Uttar Pradesh,UP,Agra, Tier-2 
Uttar Pradesh,UP,Aligarh, Tier-2 
Uttar Pradesh,UP,Amroha, Tier-3 
Uttar Pradesh,UP,Auraiya, Tier-3 
Uttar Pradesh,UP,Ayodhya, Tier-3 
Uttar Pradesh,UP,Azamgarh, Tier-3 
Uttar Pradesh,UP,Baghpat, Tier-3 
Uttar Pradesh,UP,Bahraich, Tier-3 
Uttar Pradesh,UP,Balrampur, Tier-3 
Uttar Pradesh,UP,Banda, Tier-3 
Uttar Pradesh,UP,Barabanki, Tier-3 
Uttar Pradesh,UP,Bareilly, Tier-2 
Uttar Pradesh,UP,Basti, Tier-3 
Uttar Pradesh,UP,Bhadohi, Tier-3 
Uttar Pradesh,UP,Bijnor, Tier-3 
Uttar Pradesh,UP,Budaun, Tier-3 
Uttar Pradesh,UP,Bulandshahr, Tier-3 
Uttar Pradesh,UP,Etah, Tier-3 
Uttar Pradesh,UP,Etawah, Tier-3 
Uttar Pradesh,UP,Firozabad, Tier-2 
Uttar Pradesh,UP,Gautam Buddha Nagar, Tier-2 
Uttar Pradesh,UP,Ghaziabad, Tier-2 
Uttar Pradesh,UP,Ghazipur, Tier-3 
Uttar Pradesh,UP,Gonda, Tier-3 
Uttar Pradesh,UP,Hapur, Tier-3 
Uttar Pradesh,UP,Hardoi, Tier-3 
Uttar Pradesh,UP,Hathras, Tier-3 
Uttar Pradesh,UP,Jalaun, Tier-3 
Uttar Pradesh,UP,Jaunpur, Tier-3 
Uttar Pradesh,UP,Kannauj, Tier-3 
Uttar Pradesh,UP,Kanpur Nagar, Tier-2 
Uttar Pradesh,UP,Kasganj, Tier-3 
Uttar Pradesh,UP,Kaushambi, Tier-3 
Uttar Pradesh,UP,Lakhimpur Kheri, Tier-3 
Uttar Pradesh,UP,Lucknow, Tier-2 
Uttar Pradesh,UP,Maharajganj, Tier-3 
Uttar Pradesh,UP,Mainpuri, Tier-3 
Uttar Pradesh,UP,Mathura, Tier-2 
Uttar Pradesh,UP,Mau, Tier-3 
Uttar Pradesh,UP,Meerut, Tier-2 
Uttar Pradesh,UP,Mirzapur, Tier-3 
Uttar Pradesh,UP,Moradabad, Tier-2 
Uttar Pradesh,UP,Muzaffarnagar, Tier-3 
Uttar Pradesh,UP,Pilibhit, Tier-3 
Uttar Pradesh,UP,Pratapgarh, Tier-3 
Uttar Pradesh,UP,Prayagraj, Tier-3 
Uttar Pradesh,UP,Rae Bareli, Tier-3 
Uttar Pradesh,UP,Rampur, Tier-3 
Uttar Pradesh,UP,Saharanpur, Tier-3 
Uttar Pradesh,UP,Sambhal, Tier-3 
Uttar Pradesh,UP,Sant Kabir Nagar, Tier-3 
Uttar Pradesh,UP,Shahjahanpur, Tier-3 
Uttar Pradesh,UP,Shamli, Tier-3 
Uttar Pradesh,UP,Shrawasti, Tier-3 
Uttar Pradesh,UP,Sitapur, Tier-3 
Uttar Pradesh,UP,Sultanpur, Tier-3 
Uttar Pradesh,UP,Unnao, Tier-3 
